Order_No,Order_Date,Retailer_Country,Retailer_Type,Order_Mode,Product_Category,Product_Type,Product,Revenue,Quantity,Gross margin
20213 -2013,3/22/2013,Singapore,Outdoors Shop,Web,Outdoor Protection,Insect Repellents,BugShield Extreme,10633.14,1566,0.64359352
20214 -2013,6/2/2013,Singapore,Outdoors Shop,Web,Outdoor Protection,Sunscreen,Sun Shelter 15,2655,531,0.642
20215 -2013,11/7/2013,Singapore,Department Store,Sales visit,Camping Equipment,Cooking Gear,TrailChef Canteen,12927.6,1064,0.34814815
20216 -2013,4/14/2013,Singapore,Department Store,Sales visit,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,23133.44,992,0.31689537
20217 -2013,10/18/2013,Singapore,Department Store,Sales visit,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,58534.25,475,0.35437799
20218 -2013,6/16/2013,Singapore,Department Store,Sales visit,Camping Equipment,Lanterns,Firefly Multi-light,8895.42,342,0.31641676
20219 -2013,8/27/2013,Singapore,Department Store,Sales visit,Camping Equipment,Lanterns,EverGlow Double,6092.34,118,0.44315321
20220 -2013,10/19/2013,Singapore,Department Store,Sales visit,Camping Equipment,Lanterns,EverGlow Lamp,29009.16,1098,0.51589705
20221 -2013,3/21/2013,Singapore,Department Store,Sales visit,Personal Accessories,Knives,Bear Edge,14057.34,354,0.40745404
20222 -2013,3/15/2013,Singapore,Department Store,Sales visit,Personal Accessories,Navigation,Glacier GPS,38367.94,346,0.33772207
20223 -2013,1/28/2013,Singapore,Department Store,Sales visit,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2744,80,0.59067055
20224 -2013,2/20/2013,Singapore,Department Store,Sales visit,Golf Equipment,Putters,Course Pro Putter,46148.64,632,0.61106546
20225 -2013,9/28/2013,Singapore,Department Store,Sales visit,Golf Equipment,Golf Accessories,Course Pro Gloves,6384,608,0.75714286
20226 -2013,11/9/2013,Singapore,Outdoors Shop,Special,Mountaineering Equipment,Rope,Husky Rope 60,23104,128,0.29911357
20227 -2013,6/21/2013,Singapore,Outdoors Shop,Special,Mountaineering Equipment,Rope,Husky Rope 100,70805.95,215,0.30862661
20228 -2013,5/27/2013,Australia,Department Store,Telephone,Camping Equipment,Cooking Gear,TrailChef Water Bag,26817.84,4284,0.53194888
20229 -2013,7/14/2013,Australia,Department Store,Telephone,Camping Equipment,Cooking Gear,TrailChef Cook Set,53520.95,1015,0.33681016
20230 -2013,12/1/2013,Australia,Department Store,Telephone,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,62724.07,509,0.35437799
20231 -2013,10/19/2013,Australia,Department Store,Telephone,Camping Equipment,Cooking Gear,TrailChef Kettle,28712.16,2286,0.59315287
20232 -2013,2/23/2013,Australia,Department Store,Telephone,Camping Equipment,Cooking Gear,TrailChef Utensils,9509.97,493,0.48159668
20233 -2013,3/21/2013,Australia,Department Store,Telephone,Camping Equipment,Sleeping Bags,Hibernator Lite,58286.79,681,0.29898353
20234 -2013,4/16/2013,Australia,Department Store,Telephone,Camping Equipment,Sleeping Bags,Hibernator,74487.66,534,0.38346835
20235 -2013,9/26/2013,Australia,Department Store,Telephone,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,47880.36,396,0.56537921
20236 -2013,10/18/2013,Australia,Department Store,Telephone,Camping Equipment,Sleeping Bags,Hibernator Pad,14661.12,368,0.50401606
20237 -2013,10/25/2013,Australia,Department Store,Telephone,Camping Equipment,Sleeping Bags,Hibernator Pillow,7774.44,629,0.41909385
20238 -2013,11/8/2013,Australia,Department Store,Telephone,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,33978.24,348,0.33632819
20239 -2013,12/5/2013,Australia,Department Store,Telephone,Camping Equipment,Packs,Canyon Mule Climber Backpack,41548.38,569,0.2810189
20240 -2013,12/1/2013,Australia,Department Store,Telephone,Camping Equipment,Packs,Canyon Mule Journey Backpack,169818.24,482,0.39449932
20241 -2013,11/3/2013,Australia,Department Store,Telephone,Camping Equipment,Packs,Canyon Mule Cooler,27925.92,902,0.51550388
20242 -2013,12/20/2013,Australia,Department Store,Telephone,Camping Equipment,Packs,Canyon Mule Carryall,63126.32,904,0.41028211
20243 -2013,8/16/2013,Australia,Department Store,Telephone,Camping Equipment,Lanterns,Firefly Lite,15284.12,1046,0.53804995
20244 -2013,4/29/2013,Australia,Department Store,Telephone,Camping Equipment,Lanterns,Firefly 2,15636.06,583,0.37844892
20245 -2013,10/9/2013,Australia,Department Store,Telephone,Camping Equipment,Lanterns,Firefly 4,8832,300,0.38858696
20246 -2013,6/15/2013,Australia,Department Store,Telephone,Camping Equipment,Lanterns,Firefly Multi-light,8360.1,315,0.33006782
20247 -2013,5/27/2013,Australia,Department Store,Telephone,Camping Equipment,Lanterns,EverGlow Butane,812.76,12,0.40011812
20248 -2013,12/27/2013,Australia,Department Store,Telephone,Camping Equipment,Lanterns,Flicker Lantern,4986.55,145,0.5457982
20249 -2013,3/27/2013,Australia,Department Store,Telephone,Personal Accessories,Knives,Single Edge,38580.92,3178,0.29489292
20250 -2013,5/25/2013,Australia,Department Store,Telephone,Personal Accessories,Knives,Bear Survival Edge,11135.36,127,0.46395985
20251 -2013,5/20/2013,Australia,Department Store,Telephone,Personal Accessories,Binoculars,Seeker 50,21658,170,0.2733124
20252 -2013,9/8/2013,Australia,Department Store,Telephone,Personal Accessories,Navigation,Glacier Basic,27291.57,851,0.3763642
20253 -2013,1/11/2013,Australia,Department Store,Telephone,Outdoor Protection,Insect Repellents,BugShield Natural,3156,526,0.69
20254 -2013,7/29/2013,Australia,Department Store,Telephone,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,1036,148,0.73142857
20255 -2013,12/13/2013,Australia,Department Store,Telephone,Outdoor Protection,Sunscreen,Sun Blocker,1250,250,0.61
20256 -2013,4/8/2013,Australia,Department Store,Telephone,Outdoor Protection,Sunscreen,Sun Shield,2166,361,0.54
20257 -2013,4/3/2013,Australia,Department Store,Telephone,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2485,71,0.59885714
20258 -2013,12/15/2013,Australia,Department Store,Telephone,Golf Equipment,Golf Accessories,Course Pro Gloves,6415.5,611,0.75714286
20259 -2013,5/28/2013,Australia,Outdoors Shop,Telephone,Mountaineering Equipment,Safety,Granite Climbing Helmet,31494.4,448,0.25263158
20260 -2013,4/28/2013,Australia,Outdoors Shop,Telephone,Mountaineering Equipment,Safety,Husky Harness,21365.5,346,0.29117409
20261 -2013,6/21/2013,Australia,Outdoors Shop,Telephone,Mountaineering Equipment,Safety,Husky Harness Extreme,44830.5,429,0.48392344
20262 -2013,8/23/2013,Australia,Outdoors Shop,Telephone,Mountaineering Equipment,Safety,Granite Signal Mirror,5907,179,0.52393939
20263 -2013,1/16/2013,Australia,Outdoors Shop,Telephone,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,12232.2,3219,0.48421053
20264 -2013,7/11/2013,Australia,Outdoors Shop,Telephone,Mountaineering Equipment,Climbing Accessories,Granite Belay,20548.5,309,0.48165414
20265 -2013,8/7/2013,Australia,Outdoors Shop,Telephone,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,8112.33,207,0.44628732
20266 -2013,6/19/2013,Australia,Outdoors Shop,Telephone,Mountaineering Equipment,Tools,Granite Ice,28576,376,0.48723684
20267 -2013,10/21/2013,Australia,Outdoors Shop,Telephone,Mountaineering Equipment,Tools,Granite Hammer,22642.04,298,0.25138194
20268 -2013,5/5/2013,Australia,Outdoors Shop,Telephone,Mountaineering Equipment,Tools,Granite Shovel,11581.63,197,0.3856098
20269 -2013,8/14/2013,Australia,Outdoors Shop,Telephone,Mountaineering Equipment,Tools,Granite Grip,11799.2,602,0.49540816
20270 -2013,7/3/2013,Australia,Outdoors Shop,Telephone,Mountaineering Equipment,Tools,Granite Axe,35269.2,909,0.49690722
20271 -2013,8/27/2013,Australia,Outdoors Shop,Telephone,Mountaineering Equipment,Tools,Granite Extreme,55480,730,0.38789474
20272 -2013,9/10/2013,Australia,Golf Shop,Web,Personal Accessories,Knives,Max Gizmo,19034.4,468,0.54274051
20273 -2013,9/21/2013,Australia,Golf Shop,Web,Personal Accessories,Knives,Pocket Gizmo,4166.7,323,0.61726066
20274 -2013,7/26/2013,Australia,Golf Shop,Web,Personal Accessories,Binoculars,Opera Vision,1100,10,0.54145455
20275 -2013,3/17/2013,Australia,Golf Shop,Web,Personal Accessories,Binoculars,Ranger Vision,7776,45,0.44444444
20276 -2013,8/1/2013,Australia,Golf Shop,Web,Personal Accessories,Navigation,Sky Pilot,14320,40,0.35097765
20277 -2013,8/29/2013,Australia,Golf Shop,Web,Golf Equipment,Irons,Hailstorm Steel Irons,56933.5,130,0.49537618
20278 -2013,1/13/2013,Australia,Golf Shop,Web,Golf Equipment,Irons,Hailstorm Titanium Irons,286682.5,325,0.48883347
20279 -2013,6/20/2013,Australia,Golf Shop,Web,Golf Equipment,Irons,Lady Hailstorm Steel Irons,121466.4,240,0.4511865
20280 -2013,3/8/2013,Australia,Golf Shop,Web,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,195940.24,232,0.50270552
20281 -2013,10/29/2013,Australia,Golf Shop,Web,Golf Equipment,Woods,Hailstorm Titanium Woods Set,228223.17,189,0.48738334
20282 -2013,4/23/2013,Australia,Golf Shop,Web,Golf Equipment,Woods,Hailstorm Steel Woods Set,128934,195,0.48336358
20283 -2013,12/21/2013,Australia,Golf Shop,Web,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,140798.57,109,0.52776509
20284 -2013,11/10/2013,Australia,Golf Shop,Web,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,127196.16,147,0.51345229
20285 -2013,12/5/2013,Australia,Golf Shop,Web,Golf Equipment,Putters,Course Pro Putter,81782.4,1120,0.61106546
20286 -2013,6/9/2013,Australia,Golf Shop,Web,Golf Equipment,Putters,Blue Steel Putter,16693.38,198,0.51132724
20287 -2013,2/5/2013,Australia,Golf Shop,Web,Golf Equipment,Putters,Blue Steel Max Putter,32089.2,187,0.46503497
20288 -2013,12/28/2013,Australia,Golf Shop,Web,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,16656.71,1597,0.73154362
20289 -2013,5/2/2013,Australia,Golf Shop,Web,Golf Equipment,Golf Accessories,Course Pro Umbrella,22200.95,1769,0.52191235
20290 -2013,5/24/2013,Australia,Golf Shop,Web,Golf Equipment,Golf Accessories,Course Pro Golf Bag,19583.96,94,0.61745224
20291 -2013,5/9/2013,Australia,Golf Shop,Web,Golf Equipment,Golf Accessories,Course Pro Gloves,15544,2900,0.52425373
20292 -2013,5/2/2013,Australia,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,22690.36,973,0.31689537
20293 -2013,7/12/2013,Australia,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Cup,6354.5,1790,0.76056338
20294 -2013,3/28/2013,Australia,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,58780.71,477,0.35437799
20295 -2013,7/9/2013,Australia,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,42965.64,298,0.4798169
20296 -2013,7/10/2013,Australia,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator Lite,49898.97,583,0.29898353
20297 -2013,1/14/2013,Australia,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator Pad,14422.08,362,0.50401606
20298 -2013,12/28/2013,Australia,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator Pillow,15246.03,1073,0.4634413
20299 -2013,9/13/2013,Australia,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,48141.1,485,0.3426355
20300 -2013,6/16/2013,Australia,Department Store,Web,Camping Equipment,Packs,Canyon Mule Climber Backpack,37605.3,515,0.2810189
20301 -2013,9/3/2013,Australia,Department Store,Web,Camping Equipment,Packs,Canyon Mule Weekender Backpack,152910.8,563,0.38637703
20302 -2013,10/8/2013,Australia,Department Store,Web,Camping Equipment,Packs,Canyon Mule Journey Backpack,79272,225,0.39449932
20303 -2013,12/4/2013,Australia,Department Store,Web,Camping Equipment,Packs,Canyon Mule Carryall,40012.59,573,0.41028211
20304 -2013,12/19/2013,Australia,Department Store,Web,Camping Equipment,Lanterns,Firefly Mapreader,24211.32,1517,0.53007519
20305 -2013,8/23/2013,Australia,Department Store,Web,Camping Equipment,Lanterns,Firefly Multi-light,7908.92,298,0.33006782
20306 -2013,4/3/2013,Australia,Department Store,Web,Camping Equipment,Lanterns,EverGlow Double,5058.55,97,0.44870566
20307 -2013,9/18/2013,Australia,Department Store,Web,Camping Equipment,Lanterns,EverGlow Kerosene,10916.3,346,0.36608558
20308 -2013,12/21/2013,Australia,Department Store,Web,Camping Equipment,Lanterns,EverGlow Lamp,26078.25,957,0.5306422
20309 -2013,9/23/2013,Australia,Department Store,Web,Camping Equipment,Lanterns,Flicker Lantern,5399.23,157,0.5457982
20310 -2013,12/2/2013,Australia,Department Store,Web,Personal Accessories,Knives,Single Edge,47855.88,3942,0.29489292
20311 -2013,10/12/2013,Australia,Department Store,Web,Personal Accessories,Knives,Double Edge,10797.22,662,0.29920294
20312 -2013,6/4/2013,Australia,Department Store,Web,Personal Accessories,Knives,Bear Edge,13382.27,337,0.40745404
20313 -2013,4/12/2013,Australia,Department Store,Web,Personal Accessories,Knives,Max Gizmo,21064.8,524,0.53761014
20314 -2013,3/15/2013,Australia,Department Store,Web,Personal Accessories,Knives,Pocket Gizmo,5263.2,408,0.61085271
20315 -2013,11/6/2013,Australia,Department Store,Web,Personal Accessories,Binoculars,Seeker 50,18345.6,144,0.2733124
20316 -2013,11/6/2013,Australia,Department Store,Web,Personal Accessories,Binoculars,Seeker Mini,9591.04,118,0.50787402
20317 -2013,12/17/2013,Australia,Department Store,Web,Personal Accessories,Binoculars,Opera Vision,11660,106,0.54145455
20318 -2013,3/18/2013,Australia,Department Store,Web,Personal Accessories,Binoculars,Ranger Vision,7257.6,42,0.44444444
20319 -2013,1/6/2013,Australia,Department Store,Web,Personal Accessories,Navigation,Astro Pilot,13775,95,0.37765517
20320 -2013,2/15/2013,Australia,Department Store,Web,Personal Accessories,Navigation,Auto Pilot,9870,42,0.34889362
20321 -2013,8/28/2013,Australia,Department Store,Web,Outdoor Protection,Insect Repellents,BugShield Spray,1839.06,306,0.69550749
20322 -2013,11/3/2013,Australia,Department Store,Web,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,1064,152,0.73142857
20323 -2013,1/27/2013,Australia,Department Store,Web,Outdoor Protection,Sunscreen,Sun Shelter Stick,1365,273,0.608
20324 -2013,3/7/2013,Australia,Department Store,Web,Outdoor Protection,Sunscreen,Sun Shelter 30,3440,688,0.63
20325 -2013,9/18/2013,Australia,Department Store,Web,Outdoor Protection,First Aid,Compact Relief Kit,1794,78,0.60869565
20326 -2013,9/26/2013,Australia,Department Store,Web,Outdoor Protection,First Aid,Calamine Relief,312,52,0.52833333
20327 -2013,6/28/2013,Australia,Department Store,Web,Outdoor Protection,First Aid,Insect Bite Relief,798,133,0.54
20328 -2013,3/21/2013,Australia,Department Store,Web,Golf Equipment,Woods,Hailstorm Titanium Woods Set,101432.52,84,0.48738334
20329 -2013,8/23/2013,Australia,Department Store,Web,Golf Equipment,Putters,Course Pro Putter,38189.46,523,0.61106546
20330 -2013,11/12/2013,Australia,Department Store,Web,Golf Equipment,Putters,Blue Steel Putter,17199.24,204,0.51132724
20331 -2013,11/8/2013,Australia,Department Store,Web,Golf Equipment,Putters,Blue Steel Max Putter,38438.4,224,0.46503497
20332 -2013,7/2/2013,Australia,Department Store,Web,Golf Equipment,Golf Accessories,Course Pro Umbrella,11897.4,948,0.52191235
20333 -2013,8/24/2013,Australia,Department Store,Web,Golf Equipment,Golf Accessories,Course Pro Golf Bag,16250.52,78,0.61745224
20334 -2013,10/3/2013,Australia,Department Store,Web,Golf Equipment,Golf Accessories,Course Pro Gloves,5470.5,521,0.75714286
20335 -2013,2/5/2013,Australia,Direct Marketing,Web,Camping Equipment,Cooking Gear,TrailChef Water Bag,23575.16,3766,0.53194888
20336 -2013,10/2/2013,Australia,Direct Marketing,Web,Camping Equipment,Packs,Canyon Mule Weekender Backpack,87998.4,324,0.38637703
20337 -2013,11/17/2013,Australia,Direct Marketing,Web,Camping Equipment,Lanterns,EverGlow Lamp,27004.75,991,0.5306422
20338 -2013,7/10/2013,Australia,Direct Marketing,Web,Outdoor Protection,Insect Repellents,BugShield Spray,1754.92,292,0.69550749
20339 -2013,6/8/2013,Australia,Direct Marketing,Web,Outdoor Protection,Insect Repellents,BugShield Lotion,2394,342,0.66714286
20340 -2013,2/2/2013,Australia,Direct Marketing,Web,Outdoor Protection,First Aid,Calamine Relief,318,53,0.52833333
20341 -2013,3/25/2013,Australia,Direct Marketing,Web,Outdoor Protection,First Aid,Aloe Relief,329.49,63,0.63288719
20342 -2013,12/7/2013,Australia,Warehouse Store,Web,Camping Equipment,Cooking Gear,TrailChef Cup,6691.75,1885,0.76056338
20343 -2013,12/24/2013,Australia,Warehouse Store,Web,Camping Equipment,Cooking Gear,TrailChef Single Flame,53788.64,848,0.26880025
20344 -2013,8/27/2013,Australia,Warehouse Store,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,35756.64,248,0.4798169
20345 -2013,4/23/2013,Australia,Warehouse Store,Web,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,39053.93,323,0.56537921
20346 -2013,3/9/2013,Australia,Warehouse Store,Web,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,626.88,12,0.0007657
20347 -2013,9/29/2013,Australia,Warehouse Store,Web,Camping Equipment,Packs,Canyon Mule Journey Backpack,100874.6,340,0.28096667
20348 -2013,11/26/2013,Australia,Warehouse Store,Web,Camping Equipment,Packs,Canyon Mule Extreme Backpack,62123.58,142,0.45397609
20349 -2013,3/18/2013,Australia,Warehouse Store,Web,Camping Equipment,Lanterns,EverGlow Single,19136.16,822,0.3556701
20350 -2013,10/24/2013,Australia,Warehouse Store,Web,Camping Equipment,Lanterns,EverGlow Butane,7697.14,119,0.3718485
20351 -2013,12/20/2013,Australia,Warehouse Store,Web,Personal Accessories,Knives,Double Edge,12232.5,750,0.29920294
20352 -2013,11/19/2013,Australia,Warehouse Store,Web,Personal Accessories,Knives,Bear Survival Edge,12362.88,141,0.46395985
20353 -2013,1/14/2013,Australia,Warehouse Store,Web,Personal Accessories,Binoculars,Seeker 50,23186.8,182,0.2733124
20354 -2013,10/14/2013,Australia,Warehouse Store,Web,Personal Accessories,Binoculars,Seeker Extreme,19262.94,111,0.45764665
20355 -2013,4/19/2013,Australia,Warehouse Store,Web,Personal Accessories,Binoculars,Seeker Mini,7071.36,87,0.50787402
20356 -2013,11/13/2013,Australia,Warehouse Store,Web,Outdoor Protection,Insect Repellents,BugShield Extreme,7305.9,1065,0.64723032
20357 -2013,5/24/2013,Australia,Warehouse Store,Web,Outdoor Protection,Sunscreen,Sun Shelter 15,1705,341,0.642
20358 -2013,7/13/2013,Australia,Warehouse Store,Web,Outdoor Protection,First Aid,Aloe Relief,355.64,68,0.63288719
20359 -2013,6/16/2013,Australia,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Water Bag,25014.96,3996,0.53194888
20360 -2013,12/4/2013,Australia,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Canteen,12083.52,984,0.35504886
20361 -2013,11/21/2013,Australia,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,23250.04,997,0.31689537
20362 -2013,10/25/2013,Australia,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Cup,5697.75,1605,0.76056338
20363 -2013,2/15/2013,Australia,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Cook Set,102350.88,1921,0.34365616
20364 -2013,2/14/2013,Australia,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,63216.99,513,0.35437799
20365 -2013,1/25/2013,Australia,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Single Flame,51632.02,814,0.26880025
20366 -2013,2/26/2013,Australia,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,54129.51,482,0.33215727
20367 -2013,2/1/2013,Australia,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Kettle,26828.16,2136,0.59315287
20368 -2013,2/13/2013,Australia,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Utensils,31179.22,1656,0.46887703
20369 -2013,6/25/2013,Australia,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Lite,58372.38,682,0.29898353
20370 -2013,1/3/2013,Australia,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator,126377.94,906,0.38346835
20371 -2013,5/3/2013,Australia,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Extreme,236263.44,938,0.40447832
